,id,time,luminosity
412,AFG.19_1,2008,0.0
413,AFG.19_1,2009,0.0
414,AFG.19_1,2010,0.0
415,AFG.19_1,2011,0.0
416,AFG.19_1,2012,0.0
417,AFG.19_1,2013,0.0
418,AFG.20_1,1992,0.0
419,AFG.20_1,1993,0.0
420,AFG.20_1,1994,0.0
421,AFG.20_1,1995,0.0
422,AFG.20_1,1996,0.0
423,AFG.20_1,1997,0.0
424,AFG.20_1,1998,0.0
425,AFG.20_1,1999,0.0
426,AFG.20_1,2000,0.0
427,AFG.20_1,2001,0.0
428,AFG.20_1,2002,0.0
429,AFG.20_1,2003,0.0
430,AFG.20_1,2004,0.0
431,AFG.20_1,2005,0.0
432,AFG.20_1,2006,0.0
433,AFG.20_1,2007,0.0
434,AFG.20_1,2008,0.0
435,AFG.20_1,2009,0.0
436,AFG.20_1,2010,0.0
437,AFG.20_1,2011,0.0
438,AFG.20_1,2012,0.0
439,AFG.20_1,2013,0.0
440,AFG.21_1,1992,0.0
441,AFG.21_1,1993,0.0
442,AFG.21_1,1994,0.0
443,AFG.21_1,1995,0.0
444,AFG.21_1,1996,0.0
445,AFG.21_1,1997,0.0
446,AFG.21_1,1998,0.0
447,AFG.21_1,1999,0.0
448,AFG.21_1,2000,0.0
449,AFG.21_1,2001,0.0
450,AFG.21_1,2002,0.0
451,AFG.21_1,2003,0.0
452,AFG.21_1,2004,0.0
453,AFG.21_1,2005,0.0
454,AFG.21_1,2006,0.0
455,AFG.21_1,2007,0.0
456,AFG.21_1,2008,0.0
457,AFG.21_1,2009,0.0
458,AFG.21_1,2010,0.0
459,AFG.21_1,2011,0.0
460,AFG.21_1,2012,0.0
461,AFG.21_1,2013,0.0
462,AFG.22_1,1992,8.95636305677592e-06
463,AFG.22_1,1993,0.2727416548476811
464,AFG.22_1,1994,0.0
465,AFG.22_1,1995,7.165090445404587e-06
466,AFG.22_1,1996,5.080059433520652e-05
467,AFG.22_1,1997,0.0
468,AFG.22_1,1998,0.1363481249402948
469,AFG.22_1,1999,0.1363516631044929
470,AFG.22_1,2000,4.423104171096656e-06
471,AFG.22_1,2001,7.07739219215513e-06
472,AFG.22_1,2002,0.22724893890939157
473,AFG.22_1,2003,0.31816719127293125
474,AFG.22_1,2004,0.590895348408279
475,AFG.22_1,2005,0.4090835167717492
476,AFG.22_1,2006,0.4090607708650603
477,AFG.22_1,2007,0.4090863282573052
478,AFG.22_1,2008,0.4545489930287914
479,AFG.22_1,2009,0.545443614545669
480,AFG.22_1,2010,0.5454563146962139
481,AFG.22_1,2011,0.6363562439380969
482,AFG.22_1,2012,0.8181652645145893
483,AFG.22_1,2013,0.6363597826341929
484,AFG.23_1,1992,0.08064516132967137
485,AFG.23_1,1993,0.12902477165240026
486,AFG.23_1,1994,0.10483581899271244
487,AFG.23_1,1995,0.16128657939426164
488,AFG.23_1,1996,0.14515941870971447
489,AFG.23_1,1997,0.11289701433731542
490,AFG.23_1,1998,0.16935160610390765
491,AFG.23_1,1999,0.19354609021840308
492,AFG.23_1,2000,0.2016107768635551
493,AFG.23_1,2001,0.2338705425356783
494,AFG.23_1,2002,0.2258085780497915
495,AFG.23_1,2003,0.20161358432231544
496,AFG.23_1,2004,0.24193429139955755
497,AFG.23_1,2005,0.20161264750878807
498,AFG.23_1,2006,0.24193463245147145
499,AFG.23_1,2007,0.2580636656574947
500,AFG.23_1,2008,0.29032173023287156
501,AFG.23_1,2009,0.24193463345845337
502,AFG.23_1,2010,0.38709506740487637
503,AFG.23_1,2011,0.27419558869491434
504,AFG.23_1,2012,0.32258081389559057
505,AFG.23_1,2013,0.2903242799996615
506,AFG.24_1,1992,0.0
507,AFG.24_1,1993,0.0
508,AFG.24_1,1994,0.0
509,AFG.24_1,1995,0.0
510,AFG.24_1,1996,0.0
511,AFG.24_1,1997,0.0
512,AFG.24_1,1998,0.0
513,AFG.24_1,1999,0.0
514,AFG.24_1,2000,0.0
515,AFG.24_1,2001,0.0
516,AFG.24_1,2002,0.0
517,AFG.24_1,2003,0.0
518,AFG.24_1,2004,0.0
519,AFG.24_1,2005,0.0
520,AFG.24_1,2006,0.0
521,AFG.24_1,2007,0.0
522,AFG.24_1,2008,0.0
523,AFG.24_1,2009,0.0
524,AFG.24_1,2010,0.0
525,AFG.24_1,2011,0.0
526,AFG.24_1,2012,0.0
527,AFG.24_1,2013,0.0
528,AFG.25_1,1992,0.0
529,AFG.25_1,1993,0.0
